psraid;usr_r;sex;q10c;q14a;q14b;q14c;q14d;q14e;q14g;q14h;q17a;q17b;q17c;q17d;q17e;q17f;q17g;q18;q20;q22a;q22b;q22c;q22d;q22e;q24;q25;q26;q29;age;mar;educ;empl;inc;mobileprice
100727;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;2;2;1;3;2; ; ;47;1;5;1;7;140,3
100734;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1;2;3; ;140,3
100740;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;53;6; ;4; ;140,4
100749;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2;2; ; ;75;3; ;3; ;140,7
100763;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;6; ;2;2;2;2;2;2; ; ; ;64;5;1; ;1;140,7
100782;1;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;1;1;2;1;1;2;1;2;1; ; ;58;6;6;1;4;140,8
100783;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;58;7;5;6;2;140,9
100804;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;4;1;1;1;1;2;1;2;2; ; ;59;1;7;3;9;141
100807;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;1;3;3; ;141,1
100813;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;10;1;1;2;2;1;2;2; ; ;43;1;3;1;7;141,2
100819;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;4;5;1;1;1;2;1;2;2; ; ;51;1;5;2;3;141,3
100828;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;3;1;1;2;2;3;2; ; ; ;50;6;3;1; ;141,3
100830;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;2;2;2;2;2; ; ; ;71;6;5;3;4;141,5
100831;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;6;20;1;1;2;1;1;2;2; ; ;55;1;5;1;6;141,7
100834;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;2;2; ;2;2; ; ;70;5;2;4;3;141,8
100843;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;62;5;1;6; ;141,9
100844;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;3;5;2;4;141,9
100850;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;1;2;1;2;2; ; ;80;5;6;3; ;142
100854;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;2;2;1;2;2; ; ;63;1;3;2;6;142,2
100859;3;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;10;4;1;1;1;2;1;2;2; ; ;45;3;2;4;1;142,3
100885;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;10; ;2;1;1;2;1;2;2; ; ;77;5;1;2;4;142,6
100887;1;1;1;2;2;1;1;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2; ; ; ;60;3;5;2;4;142,6
100888;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;1;2;1;2;2; ; ;44;1;6;1;8;142,7
100890;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;2;2;2;2;2;2;2; ; ;64;1;3;1;6;142,7
100898;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;2;2;1;2;1;2;2; ; ;38;3;5;4;7;142,9
100901;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;0;1;1;2;2;1;2; ; ; ;74;1;3;3;4;143
100916;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;70;1;3;3;3;143,1
100917;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;4;1;1;2;2;1;2;2; ; ;57;1;6;1;9;143,3
100920;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85;6;4;3;5;143,3
100927;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;79;5;3;3;4;143,4
100938;2;2;1;2;2;2;2;2;1;2; ; ; ; ; ; ; ;0; ;1;1;1;2;1;2;2; ; ;66;5;3;3;3;143,4
100943;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;1;2;1;2; ; ; ; ;1;3;3;3;143,5
100944;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;15; ;1;1;1;2;1;2;2; ; ; ;1;7;3;6;143,6
100945;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;1;3;3;5;143,7
100947;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;87;5; ;3; ;143,7
100953;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;2;2;1;2; ; ; ;57;1;6;1;6;143,7
100961;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;1;1;1;1;2;1;2;1;1; ;45;1;3;4;5;143,8
100964;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;56;1;3;2;2;143,9
100969;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;43;1;7;4; ;143,9
100971;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;2;2;1;2;2; ; ;84;5;3;3; ;144,2
100973;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;2;2;2;1;2;2; ; ;51;1;3;1;6;144,4
100975;1;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;1;0;1;1;2;2;1;2;1; ; ;61;7;7;1; ;144,6
100984;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2;2; ; ;85;1;4;3;3;144,7
100985;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;2;2;1;2;2;2;2; ; ;74;1;3;3;6;144,8
100989;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;1;2;2; ; ;53;1;7;1;7;145
100991;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;1;2;1;2;2; ; ;64;1;3;4; ;145
100993;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;2;2;2; ; ;89;7;5;3;6;145
100994;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;1;1;2; ; ; ;56;1;3;4;3;145,2
100998;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;3;2;1;2; ; ; ;60;1;5;3;8;145,3
100999;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;61;3;7;3;4;145,4
101002;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;2;2;1;2;2; ; ;60;5;2;3; ;145,4
101007;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;2;2;1;2; ; ; ;74;1;2;3;3;145,4
101015;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;7;15;1;1;2;1;1;2;2; ; ;33;1;6;4;6;145,4
101023;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;2;2;2;1;2; ; ; ;78;1;7;3;7;145,6
101028;2;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;5;1;1;1;2;2;1;1;1;2;2;51;6;6;4;3;145,7
101029;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;1; ; ;77;5;6;3;4;145,9
101031;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;84;1;6;3;4;145,9
101032;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;1;3;3; ;146
101034;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;2;2;1;2;2; ; ; ;6;7;1; ;146
101036;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;67;1;7;3;6;146
101042;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;1;2;2; ; ;62;1;3;3;3;146,1
101052;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;20; ;1;1;1;2;1;2;2; ; ;56;1;2;1; ;146,1
101053;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;81;5;3;3;2;146,2
101058;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;2;1;1;2;1;2;2; ; ;44;1;6;4;8;146,3
101063;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;3;2;1;2;2; ; ;66;1;6;2;6;146,4
101074;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;43;1;3;4;3;146,5
101075;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ; ;1;1;1;2;2;1;2;2; ; ;68;5;5;3;3;146,7
101086;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;55;1;3;4;4;146,9
101089;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;4;10;1;1;1;2;1;2;2; ; ;33;1;6;1;8;147
101090;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;3;1;2;2;3;2; ; ; ; ;1;5;1;6;147,1
101094;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85;5;7;3;9;147,5
101097;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;2;2;1;2; ; ; ;63;1;6;3;4;147,6
101098;2;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;4;0;2;1;2;2;2;2;2; ; ;50;1;6;1;8;147,7
101101;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2; ;2;1;2;2; ; ;60;5;6;1;6;147,8
101102;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;48;1;2;1;2;147,8
101106;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;3;2;2;2;2; ; ;84;5;4;3;4;148
101119;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;100;1;1;2;2;1;2;2; ; ;18;6;3;4;3;148
101128;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;2;2;2;1;2;2; ; ;74;5;3;3;3;148,1
101136;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;1;2;1;2;2; ; ; ; ;7;1; ;148,2
101139;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;2;1;1;2;2;1;2; ; ; ;50;3;5;3;3;148,2
101146;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;2;2;1;2;1;2; ;40;1;5;4;5;148,2
101152;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;2;2;2;2;2; ; ;86;5;2;3;1;148,3
101156;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60;1;5;3; ;148,4
101160;2;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;2;2;1;1;2;2;1;2;2; ; ;52;4;5;1;6;148,5
101162;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;55;7;3;1;1;148,5
101164;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;57;3;3;1;1;148,6
101166;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;1;1;1;3;1;2;1;2;1; ; ;63;6;5;4; ;148,7
101168;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;2;2;1;2;2; ; ;62;1;6;3;6;148,8
101173;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;87;5;5;3; ;149
101176;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;77;5;3;3; ;149,1
101184;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;8;1;1;1;2;2;1;2;2; ; ;38;1;6;1;2;149,4
101187;1;2;1;2;2;2;2;2;1;2; ; ; ; ; ; ; ;3; ;1;1;3;2;1;2;2; ; ;77;1;3;3;5;149,7
101189;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ;71;1;7;1;9;149,8
101190;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;4; ;3;1;1;2;1;2;1; ; ;82;5;5;4; ;149,8
101192;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;1;2;1;2;2; ; ;63;1;5;5;5;149,9
101197;3;2;1;2;2;2;2;2;1;2; ; ; ; ; ; ; ;12; ;1;1;1;2;1;2;2; ; ;53;1;3;6;3;150
101202;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;1;3;2; ; ;36;1;3;4;6;150,1
101205;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;2;1;1;2;1;2;2; ; ;36;6;7;1;7;150,1
101206;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;86;5;3;3;2;150,4
101207;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;0;1;1;2;2;1;2;2; ; ;64;3;6;3;5;150,6
101209;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;49;1;7;1;5;150,6
101212;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;1;3;3;1;150,6
101218;3;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;1;2;1; ; ;45;1;3;4;6;150,7
101231;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;70;5;3;3;2;150,9
101236;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;1;14;2;1;2;1;1;2;2; ; ;19;6;3;4;1;151
101238;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;6;3;6; ;151
101239;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;2;2;1;2;2; ; ; ;1;5;3;4;151,1
101244;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;82;1;7;3;6;151,3
101247;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;2;1;2;2;1;2;2; ; ;44;1;6;4;5;151,4
101248;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;30;1;1;2;2;1;2;1;10; ;30;1;6;1; ;151,4
101253;2;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;1;10;1;1;2;1;1;1;1;7;1;46;1;3;2;5;151,4
101268;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;5;1;1;2;2;1;2;2; ; ;49;1;5;1;7;151,4
101271;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;6;1;3;1;151,7
101274;2;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;3;10;1;1;1;2;1;2;2; ; ;31;3;3;1;6;151,8
101275;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;5;1;1;2;2;1;2;2; ; ;49;1;5;1;8;151,8
101284;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;1;2;1;2;2; ; ;22;1;5;4;1;151,8
101288;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;5;1;1;2;152,2
101296;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;3;2;1;2;2; ; ;80;5;6;3;5;152,3
101298;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;1;2;1;2;2; ; ;73;1;3;3; ;152,5
101300;1;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;1;2;1;2; ; ; ;63;1;6;1;7;152,6
101314;1;2;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;4;2;1;1;2;2;1;2;1;1; ;47;1;5;1;7;152,7
101315;1;1;1;2;2;2;2;2;1;2; ; ; ; ; ; ; ;4; ;1;1;2;2;2;2;1; ; ;47;6;4;4;1;152,8
101320;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;30; ;1;2;2;2;1;2;2; ; ;42;1;3;1; ;153
101332;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;2;2;1;2;2; ; ;49;1;3;1;6;153,1
101333;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;1;3;2;3;153,3
101338;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;64;1;5;3;7;153,4
101341;2;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;1;0;1;1;3;2;1;2; ; ; ;77;5;3;3;4;153,4
101344;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ; ;3;1;1;2;2;1;2; ; ; ;51;1;3;1;8;153,5
101348;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;37;6;3;4;3;153,5
101353;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46;6;2;3;4;153,8
101363;2;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;12;5;1;1;1;1;1;1;2;7;2;62;1;5;1;6;153,9
101364;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;4;1;1;1;1;2;1;2;2; ; ;60;3;3;1; ;153,9
101367;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;79;1;7;3;5;153,9
101368;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;60;1;1;2;2;1;2;2; ; ;18;7;2;4; ;154
101372;2;1;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;5;35;3;1;1;1;1;2; ; ; ;33;1;3;2;3;154
101379;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;3;1;1;2;2; ; ;57;1;6;2;6;154
101390;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1; ; ; ; ;79;1;3;5; ;154,1
101391;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;2;2;1;2;2; ; ;64;5;4;3;6;154,1
101396;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;72;3;6;3;9;154,1
101398;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;3;5;3; ;154,2
101401;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;3;1;1;2;2;1;2;2; ; ;52;3;5;3; ;154,3
101408;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;1;1;1;3;2;1;2;2; ; ;61;1;6;2; ;154,3
101411;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;45;1;6;2; ;154,5
101413;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;1;2;1;2;2; ; ;50;6;5;3;5;154,6
101419;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;1;1;1;1;2;1;2;1;6; ;64;1;6;2;7;154,7
101438;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;1;1;1;1;2;1;2;2; ; ;50;1;5;1; ;154,8
101457;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;1;2;1;2;2; ; ;86;1;6;3; ;154,8
101460;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;1; ;3;1;2; ; ; ;64;6;5;3; ;155
101463;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;64;1;6;3;3;155,1
101466;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;1;2;1;3;2; ; ;64;3;5;3;2;155,2
101469;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;9; ;1;1;1;2;1;2;2; ; ;78;3;6;3;4;155,3
101475;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1; ;2;2;2;2; ; ;90;3;3;4;1;155,4
101477;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;3;2;2;1;2; ; ; ;81;1;5;4; ;155,4
101480;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;75;1;3;3;1;155,6
101481;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;1;2;1;2;1; ; ;58;1;6;1;6;155,6
101484;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;2;2;1;2;2; ; ;65;1;4;2; ;155,7
101486;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;79;1;7;3;5;155,7
101487;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95;5;1;3; ;155,7
101492;2;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;3;5;1;2;2;2;1;2;2; ; ;28;4;3;4; ;155,8
101495;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ;58;1;6;1;7;155,8
101499;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;2;2;1;2;2; ; ;71;1;3;2;6;155,8
101502;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;0;0;1;1;2;1;1;2;2; ; ;62;1;7;3;8;155,9
101509;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;2;2;2;2;2; ; ;63;1;3;3;4;156,1
101518;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;1;2;1;3;2; ; ;69;1;3;3;3;156,2
101520;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46;3;3;5;1;156,3
101528;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;81;5;3;3; ;156,4
101531;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;67;5;3;3;3;156,4
101532;1;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;2;2;1;2;2; ; ;66;5;3;3;5;156,5
101536;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;6; ;1;1;1;2;1;2;2; ; ; ;5;7;5;8;156,5
101544;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;1;2;1;2;2; ; ;58;1;3;2;5;156,6
101547;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;10;1;1;2;2;2;1;1;5; ;28;6;3;1;4;157,2
101552;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;1;2;1;2;2; ; ;57;1;3;1;7;157,2
101556;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;77;5;1;3;1;157,2
101560;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;83;1;5;3;4;157,4
101564;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;1;2;6;2;157,5
101565;1;1;1;2;2;2;1;2;2;2; ; ; ; ; ; ; ;3; ;1;1;2;2;1;2;2; ; ;83;5;7;3; ;157,6
101570;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;1;2;1;2;2; ; ;65;1;6;1; ;157,6
101571;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46;3;3;4;2;157,7
101573;1;2;1;2;2;2;2;2;1;2; ; ; ; ; ; ; ;0; ;1;1;2;1;1;2;1;15; ;58;1;2;6;6;157,7
101574;3;1;1;2;2;2;1;2;2;2; ; ; ; ; ; ; ;10; ;1;2;2;2;2;2;2; ; ;19;6;2;4;1;157,7
101575;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;55;3;4;1;3;157,7
101586;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;2;1;2;2;1;2;2; ; ;78;1;7;1;8;157,7
101588;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;5;1;1;2;2;2;2;2; ; ;64;1;7;3; ;157,8
101600;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;29;1;6;4;5;157,9
101606;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;2;3;2;1;2;2; ; ;74;1;3;3;6;158,2
101610;1;2;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;5;5;1;1;2;2;1;2;1;10; ;44;1;5;5; ;158,2
101615;2;1;1;2;1;2;1;2;2;2; ; ; ; ; ; ; ;9;1;2;2;1;2;1;1;1;25;2;56;1;7;1;7;158,3
101618;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;1;1;1;2;2; ; ;80;1;3;3; ;158,5
101630;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;2;1;1;2;2;1;2;1;4; ;47;1;6;6;4;158,5
101637;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;3;2;1;2; ; ; ;69;5;3;3;4;158,5
