psraid;usr_r;sex;q10c;q14a;q14b;q14c;q14d;q14e;q14g;q14h;q17a;q17b;q17c;q17d;q17e;q17f;q17g;q18;q20;q22a;q22b;q22c;q22d;q22e;q24;q25;q26;q29;age;mar;educ;empl;inc;mobileprice
200100;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2;2; ; ;50;1;3;1;7;201,7
200102;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;10;1;1;1;2;1;2;2; ; ;58;1;5;1;9;201,7
200104;1;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;6; ;1;1;2;2;3;2;2; ; ;71;5;5;3;4;201,8
200105;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;1;1;1;2;2; ; ;49;6;5;6;3;201,8
200115;2;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;20;3;1;1;1;1;2;2; ; ; ;56;2;3;6;2;201,8
200123;2;1;1;2;2;1;1;2;1;2; ; ; ; ; ; ; ;12; ;1;1;2;1;1;2;2; ; ;53;1;3;4;3;201,8
200133;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;2;2;1;2;2; ; ;70;1;3;3;4;201,8
200134;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;3; ;1;2;3;2;1;2;2; ; ;59;1;3;3;4;201,8
200143;1;1;1;2;2;1;1;2;1;2; ; ; ; ; ; ; ;2; ;1;1;2;1;2; ; ; ; ;41;4;3;4;2;201,9
200146;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;2;2;2;2;2; ; ;85;1;3;3;2;201,9
200174;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;8;20;1;1;1;2;2;2;1; ; ;32;4;6;1;5;202,1
200175; ;1;1;2;1;1;2; ;2;2; ; ; ; ; ; ; ; ;1;1;1;1;2;1;2;2; ; ; ;7;5;4; ;202,1
200187;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;10;1;1;2;2;1;2; ; ; ;36;1;5;1; ;202,1
200194;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;6; ;1;1;1;2;1;2; ; ; ;47;1;3;1;3;202,1
200200;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;6; ;1;2;2;2;1;2; ; ; ;74;1;5;3; ;202,1
200232;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;150;200;1;1;1;2;1;2;2; ; ;26;6;3;1;9;202,4
200240;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;1;2;1;2; ; ; ;19;6;3;7; ;202,4
200256;2;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;10;5;1;1;2;1;1;2;2; ; ;49;1;7;2;6;202,5
200258;1;2;1;2;2;1;1;2;1;2; ; ; ; ; ; ; ;10; ;1;1;1;2;1;2;2; ; ;24;1;3;4;3;202,6
200263;3;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ; ;5;1;1;1;2;1;1;1; ;1;48;1;3;4;5;202,7
200265;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;1;1;1;2;2;1;2;2; ; ;44;1;5;1;8;202,7
200270;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;2;2;1;2;2; ; ;79;5;5;3;7;202,7
200274;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;2;2;1;2;2;2;2;2; ; ;25;1;5;1;4;202,8
200278;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2; ; ; ;68;1;6;3;8;202,8
200279;2;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;12;1;1;1;2;2;3;2; ; ; ;47;1;7;1;9;202,8
200281; ;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;20; ;1;1;1;2;1;2;2; ; ;50;1;2;1;2;202,9
200295;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;60;1;1;2;2;1;2;2; ; ;30;2;2;2;6;202,9
200309;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;1;2;1;2;2; ; ;78;1;7;3;6;202,9
200324;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;1;1;1;2;2;1;2;1; ; ;50;1;3;1;6;203
200338;2;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;20;10;2;3;2;2;1;2;2; ; ;26;6;3;1;6;203
200341;1;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;20; ;1;1;2;2;1;2;2; ; ;22;6;7;7;3;203
200346;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;10;1;1;2;2;1;2;2; ; ;49;1;3;1;6;203
200351; ;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;8; ;1;2;2;1;1;2; ; ; ;62;1;3;1;2;203
200369;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;0;1;2;2;2;1;2;2; ; ;70;5;2;3;2;203
200371; ;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;3;3;3;3;3;2;2; ; ; ;5;2;6; ;203
200372;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;10;1;1;2;2;1;2;2; ; ;58;1;3;3;7;203,1
200375;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;2;1;1;1;2;1;2;2; ; ;57;1;6;1;6;203,1
200391;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;1;2;1;2;2; ; ;75;5;3;3;3;203,1
200395; ;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;2;2;1;2;1;5; ;57;1;3;1;7;203,2
200397; ;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;8; ;1;1;1;2;1;2;2; ; ;59;1;4;1; ;203,3
200422;3;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;6;2;1;2;1;2;1;2;2; ; ;48;1;3;1;3;203,5
200440;1;2;1;2;2;1;1;2;2;2; ; ; ; ; ; ; ;5; ;1;1;1;1;1;2; ; ; ;43;2;2;2;3;203,5
200448;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;3;2;1;2;2; ; ;62;1;5;4;6;203,5
200456;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;6; ;1;1;2;1;1;2;2; ; ;46;4;2;1;4;203,5
200457;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;6;1;1;1;2;1;1;1; ;2;59;2;6;3;7;203,6
200460; ;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;3;2; ; ;65;3;5;3;2;203,6
200465;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1; ;3;2;2;2;2; ; ;77;5;2;3;1;203,6
200476;1;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;5;1;1;1;2;2;1;2;2; ; ;28;2;3;2;1;203,7
200484;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;60;400;1;1;1;1;1;1;2; ;1;22;1;3;4;3;203,7
200488;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;2;2;2;2;2; ; ;46;6;6;1;5;203,9
200497;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;25;5;1;1;2;2;1;2;2; ; ;62;1;3;3; ;204
200505;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;6;1;1;1;2;1;2;2; ; ;53;1;6;1;8;204
200507;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;0;1;1;2;2;1;2; ; ; ;58;1;6;1;6;204
200509;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;2;2;2; ; ;64;4;1;3;2;204,1
200515;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;1;2;1;2;2; ; ;62;1;5;3;6;204,1
200517;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;51;1;3;1;4;204,1
200524;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;1;1;1;2;2; ; ;21;4;2;2;1;204,1
200525;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;2;2;1;2;1;2; ; ; ;20;2;5;4;3;204,1
200528;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;20;1;1;2;2;1;2;2; ; ;45;1;3;4;4;204,2
200531;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;2;1;1;1;2;1;2;2; ; ;55;1;5;1;8;204,2
200533;2;2;1;2;1;1;2; ;2;2; ; ; ; ; ; ; ; ;4;1;1;2;1;2;2;2; ; ; ;3;2;4; ;204,2
200544;2;2;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;5;20;1;1;1;2;2;2;2; ; ;36;3;2;5;2;204,2
200549; ;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ;63;1; ; ;9;204,4
200556;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2;2; ; ;62;5;5;3;3;204,4
200563;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;2; ; ;65;1;3;3; ;204,4
200565;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1; ; ;2;1;2;2; ; ;62;3;3;3;4;204,5
200568;2;1;1;2;1;1;1;2;1;2; ; ; ; ; ; ; ;5;10;1;1;2;1;3;2;2; ; ;23;6;3;1;4;204,5
200575;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;3;1;1;1;2;1;2;1; ; ;47;2;7;4;9;204,6
200576;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;2;1;1;2;2;2;2;2; ; ;59;1;6;1;3;204,6
200582;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1; ;2; ;2; ; ; ;87;5;5;3; ;204,6
200585;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;5;1;1;1;2;1;2;1;5; ;37;1;6;1;8;204,6
200606;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;4;0;1;2;2;2;1;2;2; ; ;69;3;3;2;2;204,7
200607;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;1;2;1;2;1;12; ;63;1;5;3;9;204,8
200609;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;1;1;1;2;2;1;2;2; ; ;40;1;5;1; ;204,9
200615;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1; ;1;1;2;2;2; ; ;65;6;3;3;3;204,9
200621;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;67;1;3;3;4;205
200628;1;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2;2; ; ;19;1;2;4;1;205,2
200638;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;1;0;1;1;1;2;1;2;2; ; ;41;3;5;1;7;205,3
200640;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;15;15;1;1;2;2;1;2;2; ; ;30;1;7;1;6;205,3
200647;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;2;1;2;2;2;2;2;2; ; ;29;1;3;1;2;205,3
200655;1;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;10;10;1;1;2;1;1;1;1;7; ;38;1;6;1;8;205,4
200665;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;0;1;1;1;2;1;2;2; ; ;50;3;2;2; ;205,4
200668;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;15; ;1;1;2;2;1;2;2; ; ;64;1;7;3;9;205,4
200674;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;20;1;1;2;2;1;2;2; ; ;60;4;5;2;5;205,4
200675;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;2;2;2;2;1;2;2; ; ;75;1;5;1;2;205,5
200677;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;20; ;3;2;3;2;1;2;2; ; ;46;6;2;2;1;205,5
200680;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;0;1;1;1;2;1;2; ; ; ;51;1;3;6;3;205,5
200692;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;15; ;1;1;2;2;2;2; ; ; ;75;1;7;1;8;205,7
200693;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;1;1;1;2;2;2;2;1; ; ;43;1;6;1;9;205,7
200695;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;15; ;1;1;1;2;1;2; ; ; ;52;1;3;1;7;205,7
200697;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;10;1;1;2;1;1;2;2; ; ;24;1;6;1;4;205,7
200698;3;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;4;1;2;1;1;2;1;2;1;10; ;50;7;5;1;5;205,9
200703; ;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;20; ;1;1;2;2;1;2;2; ; ;58;1;6;1;7;205,9
200714; ;1;1;2;1;1;1;2;1;2; ; ; ; ; ; ; ;30;200;1;1;1;1;1;2;2; ; ;19;6;3;4;2;206,1
200723;2;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;4;20;2;2;2; ;1;2;2; ; ;28;2;2;1;2;206,2
200724;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;15;25;1;1;2;2;1;1;2;1; ;40;1;5;2;3;206,2
200734;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;9; ;1;2;2;2;2;2;2; ; ;37;6;3;2;2;206,2
200745;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;20;1;1;1;2;1;2;2; ; ;18;6;2;1;1;206,5
200747;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;2;2;2;2;2; ; ;55;1;3;1;6;206,5
200752; ;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;5;1;1;1;2;1;2;2; ; ;43;2;2;1; ;206,5
200756; ;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;1;1;1;1;1;1;2;2; ; ;23;6;3;1;5;206,6
200765;2;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;10;1;1;2;1;2;2;2;2; ; ;33;1;5;1;8;206,7
200766;2;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;5;0;1;1;2;2;1;2;2; ; ;63;1;7;3;6;206,8
200767;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;10;1;1;2;2;1;2; ; ; ;35;1;2;1;5;206,8
200769;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ;74;1;7;3;8;206,9
200770;1;2;1;2;1;1;1;2;1;2; ; ; ; ; ; ; ;15;5;1;1;1;1;1;2;2; ; ;25;6;4;4;4;207
200772; ;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;2;2;2;1;2;2; ; ;51;1;2;2; ;207,1
200780;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;173;1;1;2;1;1;2;2; ; ;19;6;5;4;2;207,2
200807;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;2;2;1;2;2; ; ;50;1;3;6;3;207,2
200812; ;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;0;0;1;2;2;2;1;2; ; ; ;62;1;6;1;5;207,2
200821;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;8;2;1;1;2;2;1;2;1;4; ;62;3;6;5;5;207,3
200832;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;2;2;3;2; ; ; ;66;1;2;3;4;207,4
200835;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;3;2;1;2;2;1;2;2; ; ;42;1;3;2; ;207,4
200843;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;6;6;1;1;2;2;2;2;2; ; ;39;3;3;4;1;207,4
200856;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;1;20;1;1;1;1;1;2;1;5; ;18;6;5;4; ;207,5
200857;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;1;1;1;1;2;1;2;2; ; ;53;2;3;6;2;207,5
200858;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;4; ;1;2;2;2;1;2;2; ; ;57;1;3;6; ;207,7
200865;3;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;5;40;1;1;2;2;1;2;2; ; ;26;6;6;1;4;207,7
200867;1;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;3;2;2;1;2;2; ; ;49;1;5;1;8;207,9
200889;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;2;2;2;1;2;2; ; ;65;1;5;3;6;208
200893;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;1;1;1;2;1;1;2;2; ; ;40;1;6;1; ;208
200897;1;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;10;0;1;1;1;2;2;2;2; ; ;29;1;6;1;8;208
200906;1;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ;1;2;2;2;1;2;2; ; ;59;2;3;5;1;208
200912; ;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;5;1;1;2;2;1;1;2;3;2;24;6;3;1;5;208
200914;1;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;12; ;1;1;2;2;1;2;2; ; ;79;5;3;4;6;208,1
200915;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;7; ;1;1;2;2;1;2;2; ; ;62;1;7;3;7;208,1
200922; ;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;7;6;1;1;2;2;1;2;2; ; ;19;6;5;2;5;208,2
200923;1;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;12;4;1;1;2;2;2;2;2; ; ;30;1;5;1;7;208,2
200925;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;2;2;1;2;1; ; ;69;7; ;3;4;208,3
200932;3;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;30;5;1;1;2;2;1;1;1;20;2;48;1;5;1;8;208,3
200938;1;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;40; ;1;3;1;1;2;2;2; ; ;58;5;2;6;2;208,3
200942;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;10;1;1;1;1;1;2;2; ; ;35;1;5;1;6;208,4
200946;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;2;2;1;2;2; ; ;23;6;3;1;2;208,4
200954;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;2;1;1;2;2;1;2;2; ; ;55;1;7;1;7;208,4
200956;1;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ;1;2;1;2;1;2;2; ; ;37;1;5;2;6;208,4
200966;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1; ;2;1;2;2; ; ;70;5;5;3; ;208,5
200971;2;2;1;2;2;1;2;2;1;2; ; ; ; ; ; ; ;3; ;1;1;2;2;1;2;2; ; ;61;5;3;6;3;208,5
200974;2;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;2;1;2;2;3;2;1;2;2; ; ;35;1;7;2;4;208,5
200997;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;18; ;1;1;2;2;1;1;1;7;2;50;7;6;2;7;208,6
201031;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;1;2;1;2;2; ; ;68;1;5;4;6;208,7
201045;1;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;3;0;1;1;1;2;1;2;1; ; ;60;3;7;1;4;208,7
201051;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1; ;1;2;1; ;2; ; ;81;1;7;4;5;208,7
201063;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;10;1;1;3;2;1;2;2; ; ;38;6;5;4; ;208,8
201069;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;40;0;2;1;3;2;1;2;1;2; ;52;1;5;1;6;208,8
201072;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;2;2;1;2;2; ; ;46;2;3;1;2;208,9
201078;2;2;1;2;1;1;1;2;1;2; ; ; ; ; ; ; ;2;60;2;1;1;1;1;1;1;20;2;35;6;6;1;2;209
201083;1;2;1;2;1;2;2; ;2;2; ; ; ; ; ; ; ;10;2;1;1;2;2;1;2;1;1; ;59;2;5;2;3;209,1
201088;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;4;0;1;1;1;1;1;2; ; ; ;35;1;7;5;7;209,1
201102;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;10;2;1;1;2;1;2;1;12; ;26;7;5;1;4;209,1
201107;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;5;2;1;1;2;1;2;1; ; ;52;1;6;1; ;209,2
201110;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;2;1;2;1;2;2; ; ;61;1;2;3;6;209,3
201122;1;1;1;2;2;2;2;2;1;2; ; ; ; ; ; ; ;6; ;1;1;1;2;1;2;2; ; ;55;1;3;3;3;209,3
201124;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20; ;1;1;2;1;1;2;2; ; ;44;2;7;1;6;209,3
201125;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ;77;1;3;3;2;209,3
201150;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;2;2;1;2;2; ; ;80;1;4;3;2;209,4
201166;1;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;8;10;1;1;2;1;2;2; ; ; ;28;1;3;2;1;209,4
201171;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;1;2;1;2;2; ; ;52;1;7;1;9;209,5
201173;2;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;20;6;1;1;1;2;1;2;2; ; ;34;6;6;1;3;209,5
201174;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;80;1;1;1;2;2;2;1;6; ;23;6;6;2;2;209,5
201180;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;10;1;2;1;2;1;2;2; ; ;41;1;7;4; ;209,5
201194;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;0;1;2;2;2;2;2; ; ; ;52;3;2;2;1;209,6
201204;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;1;2;1;2;2; ; ;74;1;5;3;6;209,8
201218;2;1;1;2;1;1;1;2;1;2; ; ; ; ; ; ; ;15;12;1;1;1;2;1;2;1; ; ;35;4;5;7;3;209,8
201221;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;4;1;1;2;2;2;2;2; ; ;26;1;6;1;7;209,9
201225;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;0;1;1;2;2;1;2; ; ; ;56;1;3;1;6;210
201234;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;0;1;1;2;2;1;2;2; ; ;62;2;3;3;8;210
201237;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;1;2;1;2;2; ; ;73;1;3;3;6;210,1
201241;1;1;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;5;50;1;1;2;1;1;1;2;10;1;23;6;5;7; ;210,1
201251;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;4;1;1;2;2;1;2; ; ; ;35;3;3;1;4;210,2
201269;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;6;6;1;1;2; ;1;2;2; ; ;51;1;5;1;6;210,2
201281;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;2;1;1;1;2;1;2;2; ; ;41;7;3;2; ;210,2
201292;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;7;0;3;2;1;2;1;2;2; ; ;44;1;5;1;6;210,5
201302;1;1;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;50;10;1;1;2;1;1;2;2; ; ;46;6;3;4;2;210,6
201314; ;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ;49;1;3;1;5;210,6
201318;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;2;2;2; ; ;52;1;3;2;8;210,7
201326;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;2;1;2;1;2;2; ; ;58;3;3;2;1;210,7
201328; ;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;5;5;1;2;1;2;1;2;2; ; ;45;1;5;1;6;210,7
201348;1;1;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;10;1;2;1;1;2;1;2;2; ; ;55;1;7;1;9;210,7
201364;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;1;2;1;2; ; ; ;58;1;6;6;6;210,7
201379;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;10;1;1;1;2;1;2;1;3; ;51;1;3;4;6;210,8
201382;1;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;12;4;1;1;2;2;1;1;2;1;2;58;1;7;1;7;210,8
201383;1;1;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;3;10;1;1;1;1;1;1;2;8;1;27;2;6;1;4;210,8
201385;1;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;10;5;1;1;1;1;1;2;1;6; ;30;6;3;1;1;211,1
201391;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;5;1;1;2;2;1;2;2; ; ;41;1;3;5;7;211,1
201394;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ;65;5;3;3;1;211,1
201403;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;2;2;2;2;2; ; ;52;1;2;4; ;211,1
201406;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;1; ; ;41;6;6;1;5;211,1
201410;2;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;10;4;1;1;1;2;1;3;2; ; ;62;5;2;1;2;211,2
201413;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;1;2;1;2; ; ; ;75;1;2;3;3;211,2
201417;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;20; ;1;1;1;2;1;2;2; ; ;55;1;6;1;7;211,2
